SampleID,PCo1,PCo2,PCo3,DMM_L6,Dataset,Shannon,Ethnicity_initial,Ethnicity,Group,SuperGroup,Prevotella_copri,Bacteroidaceae,Prevotellaceae,Ruminococcaceae,Lachnospiraceae,Clostridiales fam. incertae sedis,Clostridiaceae,Unclassified,Eubacteriaceae,Rikenellaceae,Firmicutes fam. incertae sedis,Oscillospiraceae,Veillonellaceae,Tannerellaceae,Bifidobacteriaceae,Bacteroidales fam. incertae sedis,Proteobacteria fam. [Acetobacteraceae/Enterobacteriaceae],Selenomonadaceae,Sutterellaceae,Firmicutes fam. [Lachnospiraceae/Lactobacillaceae],Coriobacteriaceae,Bacteria fam. incertae sedis,Acidaminococcaceae,Erysipelotrichaceae,Firmicutes fam. [Carnobacteriaceae/Acidaminococcaceae],Streptococcaceae,Akkermansiaceae,Barnesiellaceae
SRR341631,-0.397655636,-0.292985776,-0.225422311,Cluster 3,PRJNA422434,3.240053675,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 3,0.324035216,0.010257168,0.842466992,0.013082641,0.010693192,0.01496552,0.010634414,0.020245007,0.011225194,0.0000951,0.033163655,0.0015138,0.0001758,0.00255363,0,0.001692902,0.004772506,0,0.000704614,0.000071,0,0.001604463,0.013715288,0.001372035,0,0,0,0.0000852
SRR341632,0.260387237,-0.147340555,0.001599829,Cluster 2,PRJNA422434,3.992208008,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0,0.528128117,0,0.021505938,0.032132618,0.300272687,0.016512457,0.03303279,0.001893255,0.000676319,0,0,0.000265395,0.014595593,0,0.007612657,0.006227185,0,0.001849207,0,0,0.001352973,0.003882517,0.002108145,0.012023042,0.00057307,0,0
SRR341633,0.326606849,-0.144635785,-0.027361321,Cluster 2,PRJNA422434,5.102524152,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0,0.435116871,0,0.075205741,0.059608679,0.013225039,0.030285983,0.072444132,0.047735347,0.010825854,0.008307959,0.002068357,0.007963304,0.085469714,0.000285078,0.0028808,0.014403903,0.000166753,0.02318336,0,0.001717625,0,0.000153025,0.003666679,0.020094511,0.004517904,0,0
SRR341634,-0.307457582,-0.139695259,-0.038728897,Cluster 3,PRJNA422434,4.630404322,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 3,0.131509251,0.040594668,0.439230423,0.053608047,0.024155739,0.061994982,0.050944222,0.029157002,0.010732053,0.000928425,0.01216549,0.011678453,0.023492426,0.001407683,0.000142928,0.001833742,0.000711811,0,0.002364447,0.005217453,0.000178739,0.002505569,0,0.004692025,0.000117058,0.000742957,0.003394696,0.000089
SRR341635,-0.035640476,-0.082025091,0.07641089,Cluster 2,PRJNA422434,5.900944827,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.056313274,0.20934637,0.104161899,0.062705689,0.067086943,0.072816513,0.134541797,0.032642051,0.044687994,0.072419483,0.01311442,0.023544197,0.002831149,0.022397901,0.000549945,0.014821923,0.004817946,0.014069717,0.002262872,0.012643149,0.000999047,0.000327833,0.000189373,0.003691497,0.049222458,0.003127695,0,0.009616982
SRR341636,0.184659702,0.020459942,-0.093567711,Cluster 2,PRJNA422434,4.36354202,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.000214872,0.451651967,0.00090173,0.164227299,0.152179911,0.028242113,0.020480108,0.020804056,0.083513308,0,0.001229099,0.0000835,0.021522167,0.0000614,0.000794599,0.000149787,0.020056255,0,0,0,0,0.003287757,0,0.000691922,0,0.00552706,0.000389842,0
SRR341637,0.168949108,-0.073961246,0.098317412,Cluster 2,PRJNA422434,5.743591959,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.000804887,0.330526821,0.001674192,0.100991938,0.043650338,0.096540386,0.097324404,0.039820608,0.126561169,0.038104511,0.006324813,0.012521618,0.001439289,0.007805247,0.000481504,0.010084088,0.000301359,0.000120279,0,0.000062,0,0.000620602,0.003219326,0.000578548,0.003590668,0.000585797,0.000810196,0.009561672
SRR341638,0.339712719,-0.209573683,0.005674691,Cluster 2,PRJNA422434,4.290585439,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,9.50E-05,0.698353393,0.000393595,0.017372596,0.061299873,0.029074278,0.005568671,0.053478593,0.0444726,0.001969747,0.001586321,0.001641323,0.000302502,0.015150368,0.000270689,0.009175377,0.029138275,0,0.0023642,0,0.001241576,0,0,0.001442724,0.019300787,0.000242513,0.000224068,0
SRR341639,0.32881046,-0.124415945,-0.083955487,Cluster 2,PRJNA422434,4.338286651,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0,0.496919145,0.000101895,0.0706978,0.164994888,0.041404944,0.024395482,0.055877133,0.053711715,0.001194752,0,0,0.0000748,0.027445056,0.000823156,0.001649584,0.000694827,0.000110929,0.038118992,0,0.000665119,0.001383741,0,0.001094382,0.014846993,0.000135977,0,0
SRR341640,0.347901345,-0.259410491,-0.039087598,Cluster 2,PRJNA422434,4.010346732,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.000791796,0.679742884,0.001469787,0.022262732,0.045345716,0.010344285,0.002845919,0.027638302,0.009224121,0.003814252,0.001165568,0.000901641,0.003443597,0.061677471,0,0.020398342,0.008152353,0.00010649,0.016528516,0,0,0,0,0.000819239,0.026974363,0.000706211,0,0
SRR341641,0.192725956,-0.087538932,0.092540435,Cluster 2,PRJNA422434,5.764279076,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.000128881,0.44613136,0.001734289,0.106358994,0.061145681,0.051402242,0.060684152,0.034631114,0.034899786,0.030940828,0.00770418,0.020388491,0.000987422,0.007748527,0.000243117,0.029156521,0.000469219,0.000744696,0.006890472,0.00556815,0.000138314,0.032038426,0.000145615,0.000503284,0.021800277,0.00108057,0.000281471,0
SRR341642,0.20127123,-0.045389706,-0.055931547,Cluster 2,PRJNA422434,5.06597199,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.000330973,0.342705379,0.000730451,0.122988548,0.085793415,0.087610092,0.077300194,0.049197835,0.051800902,0.001314897,0.004672082,0.004253174,0.000729982,0.012848218,0.0000721,0.12176069,0.00152366,0,0,0.000555589,0,0.005855854,0,0.002054293,0.017838403,0.002809162,0,0
SRR341643,0.063816969,-0.006880982,0.069527491,Cluster 2,PRJNA422434,6.027110324,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0,0.140613635,0.006838701,0.122432858,0.096715968,0.18770062,0.209923199,0.03873446,0.071161022,0.009180397,0.024972198,0.010011696,0.000264469,0.017079226,0,0.004937809,0,0,0.001117103,0,0.00014682,0.005369382,0,0.000699478,0.014749585,0.000893149,0,0.003111202
SRR341644,0.288868539,-0.188368075,-0.085310477,Cluster 2,PRJNA422434,4.130605348,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.000281028,0.518261161,0.027242456,0.008172251,0.036292111,0.064999311,0.018873858,0.041026,0.04355602,0,0.00486764,0,0.001790358,0.066741694,0,0,0.034233892,0.000192927,0.033514376,0,0,0.009727068,0,0.004948822,0.025403081,0.002066982,0.000687645,0
SRR341645,0.042343658,0.010446079,0.012781574,Cluster 2,PRJNA422434,5.370037315,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.000160412,0.141445648,0.253240906,0.067184708,0.083255106,0.062299139,0.137687853,0.031275105,0.103971293,0.00342354,0.032293643,0.005098998,0.004511167,0.002322771,0,0.00832443,0.0000832,0,0.001260038,0,0,0.013266548,0.000252465,0.000220114,0.009079391,0.000167523,0,0.000666018
SRR341646,0.308781482,-0.22893014,0.029616768,Cluster 2,PRJNA422434,4.190572343,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0,0.583474166,0,0.127828583,0.021483836,0.010553143,0.0072505,0.037089209,0.02735398,0.001350974,0.002950579,0.003321069,0.000435489,0.032700217,0,0.0999095,0.005730996,0,0.005448581,0,0.0000286,0.00013966,0,0.000378557,0.027551088,0.000406258,0,0
SRR341647,-0.135940113,-0.148191537,-0.001179257,Cluster 2,PRJNA422434,5.73225606,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.153391102,0.113530666,0.206548027,0.076924901,0.032277378,0.198542452,0.054902188,0.038540273,0.093465943,0.021921949,0.00945975,0.011594696,0.000647421,0.00582888,0,0.00630211,0.0000872,0.0000684,0.001225224,0,0.00020442,0.000369912,0,0.002016442,0.035984616,0.000895655,0,0.012772734
SRR341648,0.045695981,-0.108415978,-0.034852908,Cluster 2,PRJNA422434,5.669731787,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.085195139,0.158273084,0.086118687,0.050786249,0.074590527,0.076884969,0.182513018,0.045932262,0.051967898,0.06781796,0.008175035,0.027349964,0.013683613,0.007724381,0,0.007023401,0.000084,0.045970997,0.002523289,0,0.005433164,0.003677758,0,0.000661654,0.041533509,0.000321103,0.0002404,0.021697343
SRR341649,0.13684944,0.074788466,-0.136994551,Cluster 2,PRJNA422434,5.555807426,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0,0.326859736,0,0.057327486,0.190702623,0.11548149,0.04415342,0.054577178,0.032131205,0.000492446,0.005057885,0.001321736,0.011256101,0.002732818,0.0001457,0.000106974,0.002604268,0,0.025798086,0.015829527,0,0.003426148,0,0.000638122,0,0.006781037,0,0
SRR341650,-0.102818975,-0.224543872,-0.155033542,Cluster 2,PRJNA422434,4.086633486,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.1341052,0.208965052,0.508361802,0.019472138,0.075435995,0.023090272,0.006502022,0.037369982,0.004592236,0.001897649,0.002348254,0.000693527,0.000646649,0.010651978,0,0.024022095,0.000865329,0.001559812,0.004201885,0,0.000159086,0.001481286,0.018085242,0.000856364,0.0000556,0.001140893,0,0.000402502
SRR341651,0.315002741,-0.111851898,-0.105437007,Cluster 2,PRJNA422434,4.267933463,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0,0.440068961,0.001456889,0.023986178,0.090309482,0.00929127,0.02036479,0.05854829,0.000358042,0.000403802,0,0,0.003477957,0.065977834,0.0001931,0.001565983,0.006480356,0,0,0.051222707,0,0.007640984,0,0.00015654,0.024132459,0.000984319,0,0
SRR341652,0.139604691,0.020805172,-0.155157876,Cluster 2,PRJNA422434,5.543262631,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0,0.149576688,0.0000991,0.066074709,0.131754783,0.136809986,0.052739894,0.032143752,0.065894157,0.0001454,0.000798517,0.0000714,0.006326703,0.002923095,0.00040631,0.000197879,0.002057078,0.018852409,0.017276652,0.0000717,0.0000849,0.005773247,0,0.001115576,0.004102209,0.024630044,0,0
SRR341653,0.216134376,0.020205483,-0.163645097,Cluster 2,PRJNA422434,4.560180291,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.000157191,0.518091638,0.000157191,0.060983664,0.109070826,0.027333521,0.019272994,0.053074613,0.005725635,0.000577281,0.012231797,0.000429672,0.005790888,0.009204237,0.0000911,0.00121039,0.045898682,0,0.006178483,0.041665937,0,0.005877452,0,0.001726838,0.006364091,0.02263763,0,0.0000577
SRR341690,0.319136939,-0.196032331,-0.036948982,Cluster 2,PRJNA422434,4.215143583,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.001924862,0.428059227,0.128708846,0.089651895,0.018791971,0.007155355,0.00773711,0.050308361,0.000767312,0.02974458,0.000618847,0.002399757,0.002288943,0.044742019,0.000152822,0.001204681,0.024024585,0.116108149,0.023620717,0.00023547,0,0.000327444,0,0.003338129,0.011231327,0.000079,0,0
SRR341691,0.249970891,-0.063532826,-0.014936159,Cluster 2,PRJNA422434,5.481651982,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,9.50E-05,0.360335187,0.000352443,0.224031733,0.097692359,0.054085691,0.03389288,0.043245677,0.089877116,0.043569124,0.006667253,0.0049609,0,0.004225932,0.0000735,0.002985909,0.001056559,0.0000463,0,0,0.000573823,0.002936875,0,0.000414087,0.016406005,0.00205807,0,0.004022832
SRR341692,0.098937391,-0.046169642,0.029539857,Cluster 2,PRJNA422434,5.623517757,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.000181486,0.329943601,0.002613656,0.117868761,0.07524937,0.144739706,0.137047071,0.032406483,0.053844276,0.00265945,0.006588796,0.010033131,0.0000606,0.005356395,0.000310813,0.001476209,0.000438681,0.0000847,0.027343251,0,0.001226204,0.001018696,0.01489299,0.000156798,0.0000598,0.000379373,0.001078603,0.000411135
SRR341693,0.346493225,-0.181570149,-0.048526101,Cluster 2,PRJNA422434,4.449940817,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.000383333,0.620806564,0.000801744,0.094390276,0.042937686,0.01661951,0.025231207,0.048726072,0.007770922,0.007154116,0.006604926,0.001292469,0.00755409,0.008159795,0,0.007205818,0.008703949,0.01245174,0.00542177,0.00751581,0.000474009,0.001249143,0,0.000664978,0.022152212,0.000799069,0,0
SRR341694,0.008793469,-0.036602333,-0.092830997,Cluster 2,PRJNA422434,2.443476015,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.000155239,0.098152006,0.760118734,0.000238801,0.021288344,0.002384322,0.013137397,0.0108708,0.005002835,0.000053,0.003967225,0,0.002318186,0.002955881,0.004382295,0,0.018843184,0.0000669,0.015001837,0,0.002662085,0,0,0.000577676,0.021636493,0.005309767,0,0
SRR341695,-0.241884702,0.006035071,-0.092578145,Cluster 3,PRJNA422434,5.541409125,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 3,0.126299049,0.014262544,0.441008589,0.069587578,0.089549988,0.093991925,0.076498471,0.052995958,0.012907207,0.000538849,0.019360475,0.003235678,0.013063656,0.001196215,0.000859321,0.000233651,0.0000953,0,0.006253033,0.0000471,0.002163517,0.00411961,0,0.026180043,0.005497296,0.019290262,0.000407488,0
SRR341696,0.129411505,-0.104627072,-0.062503907,Cluster 2,PRJNA422434,5.169786198,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.011808799,0.461098169,0.108216002,0.053470109,0.041910571,0.022963385,0.016995782,0.038361373,0.010703408,0.017589335,0.001902994,0.004126049,0.003132615,0.021991674,0.0001156,0.004908438,0.013585408,0.099722577,0.002587644,0,0.002006971,0,0,0.003614267,0.009724517,0.000757587,0,0.019426583
SRR341697,0.286731047,-0.191390768,-0.122695595,Cluster 2,PRJNA422434,3.776995282,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0,0.399396359,0,0.248095029,0.034708633,0.047586642,0.028808518,0.023981709,0.059948428,0.0000631,0,0,0.025425892,0.066756149,0,0,0.003386419,0.000115851,0.005395312,0,0,0.000512353,0,0.00073353,0.011931798,0.001957617,0,0.000208724
SRR341698,0.17628736,-0.004761012,-0.029799067,Cluster 2,PRJNA422434,5.411370738,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,9.99E-05,0.263872278,0.0000999,0.189404302,0.057920415,0.014860786,0.095450625,0.077593528,0.149081513,0.020375147,0.000603665,0.011203655,0.002140473,0.021341337,0.000288018,0.01122939,0.00085149,0,0.038647403,0,0,0.000885597,0,0.001023481,0.015750313,0.002653092,0,0.005051946
SRR341699,0.185782565,-0.079320224,0.080293376,Cluster 2,PRJNA422434,5.91625093,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0,0.343181433,0,0.155620842,0.076790171,0.132232111,0.040980411,0.037462246,0.008518076,0.056072216,0.007976434,0.031650014,0.010947181,0.009327213,0,0.006862699,0.000406393,0.001443076,0.023924167,0.0000383,0.000206294,0.000778049,0,0.00062254,0.002442559,0.000557303,0.00434538,0.00052602
SRR341700,0.101576471,0.095649359,-0.086668685,Cluster 2,PRJNA422434,5.553468898,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0,0.246539346,0.0000688,0.148786368,0.154151095,0.13534503,0.033786142,0.044866205,0.117599967,0.010191401,0.002391558,0.010891084,0.002889548,0.003121584,0.000292158,0.000333027,0.045674251,0.0000385,0.002238598,0,0.000143759,0.001433974,0,0.000198484,0.00425759,0.000234372,0,0.0000738
SRR341701,-0.1396137,-0.426989953,-0.327420015,Cluster 2,PRJNA422434,2.655973372,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.616279251,0.166035364,0.64048146,0.017821726,0.007128364,0.00961944,0.004982402,0.011294716,0.000822932,0.002527178,0.000489235,0.000819901,0.000234243,0.021514205,0,0.002072657,0.022478164,0.022348488,0.020181474,0,0.000543209,0.00049469,0,0.003431878,0.011416669,0.0000865,0,0.00011395
SRR341702,0.0266911,0.051575136,0.060325658,Cluster 1,PRJNA422434,6.077437375,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 1,0,0.154284632,0.028938677,0.133037469,0.089181381,0.217392962,0.190283695,0.040257839,0.03120827,0.017529629,0.033281014,0.015566576,0.0000959,0.00252828,0.001944644,0.006112616,0.000110828,0,0.001030679,0.00014049,0.001092657,0.001657798,0.004729048,0.003996433,0.002345345,0.0000533,0.000274232,0.000194569
SRR341703,0.024736606,0.162406135,-0.161060406,Cluster 1,PRJNA422434,4.920100623,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 1,0.000177771,0.003359182,0.000177771,0.002997593,0.183592049,0.13944093,0.007840311,0.054177767,0.000983811,0.0001291,0.000380311,0,0.053834086,0.000307888,0.013347084,0,0.001663673,0.000391561,0.000173123,0,0.006572536,0.006750336,0,0.001258773,0.000828625,0.358450073,0,0
SRR341704,0.207452933,0.024187257,-0.182345327,Cluster 2,PRJNA422434,4.67751649,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.000132923,0.207354044,0.000600038,0.251562073,0.205587807,0.15228843,0.026810338,0.036221583,0.063935679,0.000670645,0.000660407,0.000255475,0,0.003099346,0.003799142,0.000253193,0.002879448,0,0.002251353,0,0,0.005728211,0,0.001445661,0.005611318,0.001422579,0,0
SRR341705,0.084413977,0.008907708,0.045367212,Cluster 2,PRJNA422434,5.497363751,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,6.31E-05,0.148212878,0.107336486,0.10615803,0.052475955,0.064540235,0.253002642,0.042682735,0.062776276,0.019506812,0.009527892,0.012453959,0.001404283,0.001522111,0,0.001353692,0.000111629,0,0.000324451,0.035361925,0.001087411,0.048120186,0.01995532,0.000498059,0.001719586,0.0000857,0,0
SRR341706,0.135854233,-0.044830327,0.043790424,Cluster 2,PRJNA422434,5.719333901,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.000481059,0.356404846,0.015620683,0.118353203,0.11089948,0.080264671,0.023817346,0.04767966,0.129924731,0.005176681,0.051603441,0.014220613,0.0001561,0.002793345,0,0.000424681,0.001139212,0,0.002931724,0,0.000974183,0.003850824,0.018818212,0.006939458,0,0.000654903,0.000314884,0.000191597
SRR341707,0.149512965,0.115674706,-0.100360065,Cluster 1,PRJNA422434,5.716861077,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 1,5.27E-05,0.135955119,0.000164337,0.225645266,0.2405521,0.026241499,0.097353206,0.044314226,0.076493883,0.016938855,0.000684562,0.006958882,0.026519259,0.002946438,0.002102913,0.009605898,0.003212474,0.005507367,0.003033014,0,0.001813178,0.037327327,0,0.000703353,0.002624107,0.015967823,0.0000678,0
SRR341708,0.259548271,0.015933205,-0.068317347,Cluster 2,PRJNA422434,5.682567526,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.000730853,0.313165662,0.000998628,0.144765528,0.173394495,0.050773985,0.032730808,0.048405937,0.073951467,0.01676693,0.018540303,0.002178022,0.004276467,0.024239309,0,0.001202694,0.004401863,0,0.00515534,0.028871155,0.010430895,0.006441645,0.000847756,0.002616811,0.020357788,0.000433944,0,0
SRR341709,0.212786026,-0.124366615,0.142717011,Cluster 2,PRJNA422434,6.040161904,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0,0.307001958,0.002761315,0.09444266,0.063137812,0.098574345,0.152787372,0.045106376,0.044154442,0.072684239,0.010567241,0.030149161,0,0.010563035,0,0.006365549,0.000106719,0,0.0000817,0,0.002006786,0.001268856,0,0.001526163,0.022154136,0.000286544,0.015592432,0.002256661
SRR341710,0.0060744,-0.31740863,-0.185143869,Cluster 2,PRJNA422434,4.973704527,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.236739522,0.317620106,0.260225667,0.077234969,0.065862166,0.072188294,0.011690789,0.022469579,0.023159665,0.036589685,0.000668453,0.004688148,0.01423322,0.015984792,0.000748442,0.00581103,0.00883135,0,0.007393314,0,0.000685432,0.006243694,0,0.006168645,0.001981805,0.001548832,0,0.000398515
SRR341711,0.133934779,-0.046260798,0.047808476,Cluster 2,PRJNA422434,4.643214477,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.000556257,0.145454296,0.000727409,0.069327388,0.030984021,0.036066974,0.281062118,0.033953744,0.027504195,0.044841552,0.001652839,0.015380371,0.025529206,0.007013296,0.0000648,0.012074472,0.000178885,0.000121599,0.010193756,0.0000224,0.000193559,0.24385172,0,0.001007666,0.00221253,0.000645429,0.0000451,0
SRR341712,-0.280938891,-0.127218474,-0.334106368,Cluster 3,PRJNA422434,3.430567511,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 3,0.571765534,0.020543302,0.571765412,0.085401189,0.12203642,0.034544292,0.028142731,0.024465937,0.019192929,0.000619028,0.001711673,0.002582678,0.024255819,0.001153533,0.001017537,0.0026439,0.000349876,0.014760493,0.001342141,0,0.000654789,0.001891207,0,0.004086012,0.006267568,0.009072625,0.000204155,0
SRR341713,0.139685429,0.131123463,-0.198889602,Cluster 2,PRJNA422434,4.635620714,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.000435566,0.094404077,0.001184737,0.041895475,0.341011087,0.075733283,0.043347084,0.096826218,0.069941166,0,0.000998866,0.000230344,0.00295521,0.013717788,0.008703129,0.0000636,0.001125234,0.068487137,0.001507409,0.105320263,0,0.006393306,0.000163132,0.001338918,0.007866979,0.002514544,0,0
SRR341714,0.122138678,0.147307306,-0.151312203,Cluster 2,PRJNA422434,5.07100211,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.000636558,0.148003459,0.000810658,0.150851891,0.179558753,0.075190154,0.028280908,0.066493341,0.066369475,0.004786432,0.000457422,0.002532233,0.002483442,0.005004572,0,0.000641836,0.206170548,0,0.002685346,0.003464541,0.0000822,0.020860054,0.000311137,0.000367043,0.008059778,0.002581176,0,0
SRR341715,-0.124033723,0.139048564,-0.251375177,Cluster 1,PRJNA422434,5.674829978,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 1,0.106191674,0.060078444,0.10750845,0.134389412,0.265757109,0.069920703,0.026525615,0.032085979,0.057447718,0.000334464,0.008259862,0.001834999,0.010375821,0.0002942,0.000247154,0.00015808,0.000414132,0,0.005652167,0.073928306,0.00884974,0.011718602,0,0.05902106,0,0.013742449,0.000347323,0.00019456
SRR341716,0.241159203,-0.157003221,0.058928373,Cluster 2,PRJNA422434,5.22290134,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0,0.389936238,0,0.136189844,0.021586709,0.049602138,0.200308991,0.02578565,0.07106912,0.035474866,0.002475827,0.00691249,0.00029542,0.003960213,0,0.010352186,0.000742976,0.00169545,0.004901726,0.000494559,0,0.004434824,0,0.001496519,0.014697971,0.000335043,0.0000589,0.004762313
SRR341717,0.309966216,-0.152008028,-0.054633565,Cluster 2,PRJNA422434,4.216421529,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0,0.642398082,0,0.026450899,0.043458604,0.021392938,0.087479025,0.044354147,0.030206259,0.000487101,0.004209703,0.00060327,0,0.013594323,0.003139895,0.001732906,0.004201485,0.0000996,0.01909631,0,0,0.001663288,0.007729433,0.001004712,0.030534025,0.000256846,0,0
SRR341718,0.278938378,-0.137539134,0.006717823,Cluster 2,PRJNA422434,5.2296126,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0,0.419864239,0,0.190935346,0.071138751,0.029948435,0.015854002,0.028978005,0.067235508,0.041458459,0.012255435,0.004598507,0.003419168,0.037162678,0,0.002037431,0.009342629,0,0.017646793,0.009406979,0.003558319,0.001256849,0.000858578,0.002532328,0.018422902,0,0,0
SRR341719,0.193525314,-0.051675134,0.042903639,Cluster 2,PRJNA422434,5.490206244,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.000407673,0.471730929,0.000407673,0.098480136,0.082371644,0.109155925,0.045938385,0.054694715,0.042749169,0.019940067,0.004336115,0.014440788,0,0.010850597,0,0.000145243,0.000456251,0,0,0.0000703,0,0.000627355,0,0.000862446,0.013988814,0.000234412,0,0
SRR341720,-0.305852881,-0.207268791,-0.316135872,Cluster 3,PRJNA422434,3.720700956,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 3,0.505788409,0.023891289,0.586349954,0.107109887,0.066234936,0.043495231,0.020243602,0.022264333,0.015722451,0.002197705,0.00112337,0.002671039,0.01599397,0.004586158,0.002413291,0.000952149,0.000164702,0.040800981,0.00204716,0,0.004705368,0.001853737,0,0.002527177,0.001096146,0.00278163,0.0000743,0.001255995
SRR341721,-0.096664521,-0.119794343,0.086650921,Cluster 3,PRJNA422434,5.903373092,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 3,0.107126531,0.096456052,0.109184421,0.162450328,0.02984374,0.092001771,0.111975938,0.028120971,0.026076742,0.069838782,0.07451809,0.033591598,0.053566092,0.012814947,0.001813773,0.00696889,0.004147354,0,0.011897932,0.009726155,0.002959419,0.000544151,0,0.00076174,0.002994928,0.000174835,0.018849192,0.012345002
SRR341722,-0.201382231,-0.319242406,-0.258488787,Cluster 2,PRJNA422434,3.767218645,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0.468001739,0.14229147,0.468001854,0.051281044,0.039261669,0.024308082,0.007715062,0.021478054,0.024168859,0.029890216,0.002560862,0.001686606,0.000785666,0.007689934,0.00037144,0.02699152,0.009359734,0,0.008657096,0,0.001142089,0.000175067,0.026518411,0.000361912,0,0.000501034,0,0.001809774
SRR341723,0.257595008,-0.030045991,-0.125771214,Cluster 2,PRJNA422434,4.815325575,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0,0.357842523,0,0.230510926,0.115680454,0.026305838,0.041660788,0.056145198,0.02032267,0.0000812,0.011151119,0.001575551,0.006391438,0.005063251,0,0,0.07320929,0,0,0.028755458,0,0.007749735,0,0.001406537,0.000105959,0.001064234,0,0
SRR341724,0.047316511,0.090076497,-0.186511485,Cluster 2,PRJNA422434,3.115174392,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0,0.011122821,0,0.114087463,0.097556036,0.039243065,0.045933859,0.016241112,0.000145791,0.000112554,0,0,0.012481911,0.000285528,0.210440431,0.000163324,0.000730896,0.430749562,0.001136715,0.0000579,0.001450004,0.000285595,0,0.002042966,0.002643674,0.007596913,0,0.0000629
SRR341725,0.304409009,-0.045033388,-0.15735298,Cluster 2,PRJNA422434,4.957634897,Han Chinese,Han Chinese,Han Chinese,Han Chinese_Cluster 2,0,0.394699393,0,0.014889818,0.220190913,0.03616636,0.067831512,0.082198945,0.01565116,0.001573987,0.000389973,0,0.001404676,0.01725844,0.022226364,0.000335013,0.0402634,0,0.00030952,0,0,0.019953835,0,0.006689227,0.008113761,0.009535508,0,0
