SampleID,PCo1,PCo2,PCo3,DMM_L6,Dataset,Shannon,Ethnicity_initial,Ethnicity,Group,SuperGroup,Prevotella_copri,Bacteroidaceae,Prevotellaceae,Ruminococcaceae,Lachnospiraceae,Clostridiales fam. incertae sedis,Clostridiaceae,Unclassified,Eubacteriaceae,Rikenellaceae,Firmicutes fam. incertae sedis,Oscillospiraceae,Veillonellaceae,Tannerellaceae,Bifidobacteriaceae,Bacteroidales fam. incertae sedis,Proteobacteria fam. [Acetobacteraceae/Enterobacteriaceae],Selenomonadaceae,Sutterellaceae,Firmicutes fam. [Lachnospiraceae/Lactobacillaceae],Coriobacteriaceae,Bacteria fam. incertae sedis,Acidaminococcaceae,Erysipelotrichaceae,Firmicutes fam. [Carnobacteriaceae/Acidaminococcaceae],Streptococcaceae,Akkermansiaceae,Barnesiellaceae
SAMEA4545280,0.061261689,0.054595694,0.131781047,Cluster 1,PRJEB17632,6.082026442,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 1,8.43E-05,0.066587504,0.0000843,0.226866815,0.055045392,0.279985904,0.128525034,0.051744157,0.00861101,0.071346049,0.006065318,0.015179695,0,0.007740394,0.011015062,0.004607078,0.002232188,0.003457089,0.008505601,0,0,0.001464886,0.013369344,0.005394196,0,0.000807353,0.002163492,0
SAMEA4545281,0.138497168,0.008608455,0.133347351,Cluster 1,PRJEB17632,6.216875608,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 1,8.18E-05,0.139676093,0.000185455,0.173720406,0.028265774,0.110208258,0.288870331,0.049167086,0.010978511,0.025882387,0.058592981,0.005606504,0.0000269,0.003736504,0.007009213,0.001489028,0.0000412,0.008439856,0.002564614,0,0,0,0.0129175,0.009446423,0,0.000281539,0.016445656,0
SAMEA4545282,-0.197484064,0.074203842,0.213929716,Cluster 3,PRJEB17632,6.393265987,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.035808765,0.00422728,0.077314573,0.165237275,0.105718118,0.140714402,0.139217717,0.046741818,0.014154298,0,0.098672092,0.012398154,0.005390142,0.00024856,0.0000083,0.031359124,0.000549084,0,0.000788534,0.001220455,0.001537123,0.004809455,0.003420573,0.004396769,0,0.000346322,0.05984064,0
SAMEA4545283,-0.158505729,0.110322387,0.229977574,Cluster 1,PRJEB17632,6.455080487,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 1,0.007836404,0.018046659,0.020746525,0.131117091,0.073636658,0.192639274,0.103520291,0.06964611,0.043629987,0,0.0515741,0.012019931,0.017876677,0.00068956,0.003423396,0.022531992,0.000328576,0,0.000415404,0.01090664,0.001937944,0.007772269,0.000696237,0.003573664,0,0.000444761,0.043764866,0
SAMEA4545284,-0.17991517,0.079411254,0.043379049,Cluster 1,PRJEB17632,6.243953606,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 1,0.097021862,0.020035816,0.098237613,0.142866886,0.117779455,0.13045833,0.242669548,0.050887491,0.012945168,0.00871264,0.038719515,0.019767915,0.012573157,0.002621973,0.0067865,0.000864623,0.000297604,0,0.005528542,0.0000906,0.00068244,0.012618317,0,0.00082925,0,0.001722067,0.000901021,0.002752881
SAMEA4545285,-0.021924147,0.157785181,0.160301936,Cluster 1,PRJEB17632,6.524078696,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 1,0.006177395,0.063839437,0.010080517,0.211452269,0.124775394,0.178810296,0.049199706,0.047941748,0.064249609,0.039507983,0.026796499,0.034351006,0.016931733,0.004649377,0.006371545,0.000767276,0.000743014,0,0.005881366,0.010102241,0.001716974,0.004815794,0,0.001702105,0,0.000261231,0.064756957,0.006668202
SAMEA4545286,-0.025375241,0.071583827,0.189530466,Cluster 1,PRJEB17632,6.234212043,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 1,0,0.031588148,0,0.210401462,0.04763542,0.290620379,0.053952769,0.044739643,0.00879197,0.089150083,0.020004823,0.05689881,0.000318689,0.001456896,0.004391246,0.020747785,0.000422815,0,0.012860696,0,0.005681088,0.00707415,0,0.001160455,0.010057432,0.0001395,0.041035944,0.012553602
SAMEA4545287,0.023111773,0.075196982,0.127916062,Cluster 1,PRJEB17632,6.366093725,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 1,0,0.06783204,0,0.176019921,0.093107787,0.283639843,0.062310898,0.041463311,0.032219851,0.034028831,0.030955294,0.028082599,0.000453275,0.000806802,0.003097506,0.046235234,0.0000661,0,0.008863698,0,0.006021964,0.007816358,0,0.002292703,0.00700794,0.000586887,0.012040048,0.003236143
SAMEA4545288,-0.012070098,0.039266203,0.094952194,Cluster 2,PRJEB17632,5.046536974,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 2,7.58E-05,0.163412989,0.009768686,0.124569297,0.033062392,0.08318955,0.024864888,0.027647396,0.082658942,0.028337022,0.006587676,0.018003739,0.086260754,0.01014325,0.014277288,0.24359042,0.000285158,0,0.002150118,0.008516305,0.0000273,0.002729348,0,0.000585931,0.0000148,0.000336994,0.00619251,0.003594539
SAMEA4545289,0.012584005,0.162762879,0.081817595,Cluster 1,PRJEB17632,5.852852432,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 1,0.000290863,0.048819219,0.00690063,0.177786023,0.139451103,0.096275633,0.075151338,0.048205223,0.018962936,0.030402627,0.004465205,0.030248929,0.02675097,0.013430499,0.001777304,0.214751823,0.002029753,0,0.003453219,0.001948183,0.00017507,0.015116042,0.000126944,0.000397419,0,0.00178474,0.00754588,0.00281515
SAMEA4545290,-0.211761096,-0.157491233,-0.065460299,Cluster 1,PRJEB17632,5.352200268,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 1,0.214035503,0.045244607,0.323442501,0.196539682,0.050312238,0.10646696,0.021881396,0.062059874,0.002733383,0.051814814,0.013079934,0.019550027,0,0.00684326,0.002132568,0,0.002847657,0,0.007479844,0.000595452,0.008504783,0.000795315,0.039253532,0.00176968,0,0.001045401,0.009825356,0.0055024
SAMEA4545291,0.107544405,-0.028929849,-0.018939386,Cluster 2,PRJEB17632,4.414436884,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 2,0.000193851,0.118615077,0.000193851,0.377104545,0.014575985,0.056137407,0.014804062,0.041442068,0,0.104623164,0,0.010110454,0.013304321,0.002146419,0.176841086,0,0.00117305,0,0.016455534,0,0,0.001261247,0,0.003471483,0,0.000164793,0,0
SAMEA4545292,-0.301527844,0.010284224,0.140339234,Cluster 3,PRJEB17632,6.58394196,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.069058467,0.009330357,0.27884456,0.084850617,0.050949719,0.128381783,0.102567274,0.042894823,0.026161253,0.0000285,0.049841142,0.020205115,0.000420464,0,0.000461318,0.047242988,0.000188024,0,0.007738172,0,0.001027178,0.001529802,0.048392507,0.007040667,0,0.001389736,0,0
SAMEA4545293,-0.293061521,0.005996147,0.124144226,Cluster 3,PRJEB17632,6.209075835,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.065926585,0.017523604,0.276387606,0.129874946,0.059619068,0.150575758,0.021459676,0.03781374,0.010120734,0.00010528,0.037644975,0.034041005,0.000165,0,0.0000371,0.068495436,0.000101188,0,0.017876473,0,0.001357433,0.002966713,0.068484597,0.004660945,0,0.00102678,0,0
SAMEA4545294,-0.391977611,-0.117485414,0.062216917,Cluster 3,PRJEB17632,5.852741282,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.13260545,0.010583425,0.523140822,0.116214247,0.032707137,0.078508553,0.022072823,0.023812005,0.020066876,0.000516756,0.01791692,0.017571448,0.036827637,0.001259029,0.003304313,0.017407538,0.012738405,0,0.013952482,0.000115854,0.003274597,0.000451823,0.001501822,0.000387234,0,0.000241,0,0
SAMEA4545295,-0.180142615,0.082626458,0.220223668,Cluster 1,PRJEB17632,6.646794964,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 1,0.007775748,0.021410281,0.037109096,0.088142536,0.064657329,0.1815335,0.140592469,0.03359392,0.066148959,0.002536042,0.07209521,0.01631162,0.017027838,0.001045588,0.002019507,0.007481804,0.0045711,0,0.005263396,0.01031399,0.006094483,0.010776278,0.000676999,0.00511241,0,0.000520007,0,0.0000838
SAMEA4545296,-0.287524993,-0.253664711,-0.370484946,Cluster 3,PRJEB17632,1.671120255,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.768628743,0,0.768917967,0.06441113,0.068399489,0.013089,0.000696863,0.015484233,0.001856504,0,0,0,0.005088146,0,0.042563939,0,0.001463132,0,0,0.007603989,0,0,0,0.000119761,0,0.002755606,0,0
SAMEA4545297,-0.173914183,-0.033305298,-0.324763029,Cluster 1,PRJEB17632,4.791722158,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 1,0.237718347,0.03685462,0.238333901,0.213747016,0.137187773,0.037658165,0.098581025,0.085583673,0.020683642,0,0.011070063,0.001001158,0.001029826,0.045982053,0.0000549,0,0.017754935,0,0.0000593,0,0.00378365,0.029245151,0,0.012720501,0.0000312,0.003545571,0,0
SAMEA4545298,-0.363175561,-0.161339236,-0.00695425,Cluster 3,PRJEB17632,5.02294282,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.182013705,0.001635581,0.477607603,0.095063839,0.006509484,0.076939235,0.007672319,0.021007386,0.017429492,0.002377708,0.004338193,0.043077625,0.008316077,0.001689205,0.000354542,0.123015241,0.027429006,0.008769162,0.01301155,0.0000521,0.002552082,0.000361541,0.048807897,0.000325212,0,0.0002662,0,0
SAMEA4545299,-0.335295447,-0.075689591,0.082474348,Cluster 3,PRJEB17632,5.878417938,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.136282048,0.00819694,0.303455734,0.102086481,0.035392127,0.099539549,0.069361147,0.033758266,0.026425555,0.00114946,0.026747229,0.021312423,0.003757774,0.003740122,0.0001107,0.035537542,0.000538585,0.002201852,0.002965887,0.000964776,0.003734117,0.000606578,0.037158957,0.013656886,0,0.000429924,0.005515418,0.0000946
SAMEA4545300,-0.311869687,-0.010288202,0.12863727,Cluster 3,PRJEB17632,6.392138093,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.072192367,0.001129533,0.345892657,0.105310587,0.057204518,0.166464978,0.014694964,0.032535127,0.0334344,0.000347968,0.046957958,0.023101493,0.033000891,0.000199824,0,0.032537998,0.001900474,0,0.007908685,0,0.003270884,0.00219713,0.0000918,0.011594664,0.0000543,0.000110953,0,0
SAMEA4545301,-0.238207642,0.037495713,0.155295332,Cluster 3,PRJEB17632,6.664630573,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.043516416,0.000781453,0.1919313,0.085630166,0.055447956,0.119240421,0.134747955,0.048451739,0.036104011,0.000137093,0.06248215,0.016455496,0.03509379,0.0000784,0.000041,0.022752973,0.0000812,0,0.010475279,0.014945326,0.003522553,0.011777094,0,0.01241707,0.00014942,0.000694614,0.001409177,0.0000336
SAMEA4545302,-0.009452198,0.159202617,0.104367305,Cluster 1,PRJEB17632,6.448007833,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 1,0.000235229,0.047907033,0.000235229,0.27098357,0.151112791,0.139680094,0.070921331,0.080689442,0.066353395,0.038162243,0.008205134,0.013657175,0.004866701,0.009831763,0.004077692,0.002477994,0.009812472,0,0.001275492,0,0.004796049,0.00059668,0,0.003500376,0.007015663,0.003529805,0.004082961,0.010252758
SAMEA4545303,7.78E-05,0.090506701,0.110041267,Cluster 1,PRJEB17632,6.476905478,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 1,9.79E-05,0.142685336,0.000527195,0.167393429,0.172954073,0.148133567,0.05764576,0.051390901,0.054264304,0.051528799,0.015510776,0.024661509,0.014489128,0.007412894,0.00026092,0.006250838,0.000614178,0,0.008965529,0,0.002246525,0.0001124,0,0.007607859,0.000716063,0.013363705,0,0.003111636
SAMEA4545304,-0.226335969,0.051623419,0.235143774,Cluster 3,PRJEB17632,6.824165469,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.028301049,0.003538474,0.108637004,0.152259474,0.106584797,0.222841224,0.052505454,0.044550686,0.018159766,0.009999392,0.041071361,0.034795485,0.018766243,0.001495234,0,0.014554198,0.003073561,0,0.004358097,0,0.005389194,0.00021924,0,0.00747915,0.0000792,0.000170862,0.0000648,0.0000392
SAMEA4545305,-0.31324148,-0.04058583,0.116524245,Cluster 3,PRJEB17632,6.714540836,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.12002872,0.002769507,0.256053205,0.11751554,0.093266929,0.137814733,0.084498902,0.044891313,0.0381935,0.004822946,0.035008883,0.019899832,0.016629055,0.000666171,0.000218525,0.013987585,0.000443855,0,0.003312784,0,0.003592057,0.011852833,0,0.014461799,0.0000918,0.000198,0,0
SAMEA4545306,-0.103451688,0.187033817,-0.01658609,Cluster 1,PRJEB17632,5.959600236,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 1,0.014423668,0.000598104,0.044659109,0.26586515,0.268329772,0.07127603,0.028552982,0.073963287,0.033043813,0.001580951,0.006311299,0.022300671,0.002428301,0.0001412,0,0.003144726,0.000501301,0,0.002550849,0.008635399,0.004097161,0.00131589,0.035144844,0.020738222,0,0.006310334,0,0
SAMEA4545307,-0.308883652,-0.03705946,-0.071695154,Cluster 3,PRJEB17632,5.626664952,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.133788407,0.000845378,0.501790636,0.091400897,0.085331462,0.068239113,0.027205059,0.050932548,0.067672923,0.000789343,0.006664469,0.004629557,0.002863559,0.000215911,0,0.003483488,0.000728651,0,0.00523944,0.0000419,0.001882046,0.002645618,0.031318779,0.012904821,0,0.001693884,0,0
SAMEA4545308,0.099796566,0.091972013,4.02E-05,Cluster 1,PRJEB17632,6.080405133,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 1,0,0.238277262,0,0.192661418,0.134401457,0.046824662,0.018155016,0.074310888,0.084950813,0.003070208,0.01887842,0.014692208,0.017104756,0.002837227,0.040200063,0.000935107,0.000101922,0,0,0.005340517,0.010575108,0.000599342,0.010968393,0.015635722,0,0.01947586,0.005184511,0.002917791
SAMEA4545309,0.194431354,-0.030985532,-0.09548064,Cluster 1,PRJEB17632,5.379225236,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 1,0,0.364277321,0,0.107268167,0.125152944,0.04538935,0.023210176,0.025449702,0.017908074,0.003872119,0.047092173,0.003099157,0.046025123,0.006934296,0.081779236,0.000826485,0.000135174,0,0.008764731,0,0.012014814,0.000529707,0.015038253,0.011568431,0,0.023299663,0,0.006686496
SAMEA4545310,-0.334771389,-0.112768122,-0.179508269,Cluster 3,PRJEB17632,4.60891848,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.325936396,0.009241795,0.514802157,0.081375791,0.160913226,0.033338833,0.033683442,0.042859959,0.006051154,0.00070446,0.016035802,0.007887266,0.018450705,0.001973088,0.001158863,0.002986657,0.000297559,0.004202213,0.001852692,0.000236867,0.001557298,0,0.002286304,0.009348586,0,0.000617189,0,0.000281615
SAMEA4545311,-0.283944609,-0.059843486,0.055776255,Cluster 3,PRJEB17632,6.174256496,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.146878384,0.008703762,0.239574144,0.338786352,0.038486925,0.148862585,0.028878529,0.042040379,0.005841465,0.008456376,0.014926653,0.039507413,0.013249068,0.001409568,0.000637565,0.002902278,0.000780179,0.00807676,0.007430259,0.000849617,0.011368225,0.001485213,0.002376737,0.002774928,0.005023363,0.000449137,0.000116656,0.0000561
SAMEA4545312,-0.118450618,-0.064258365,-0.109810968,Cluster 1,PRJEB17632,5.783929,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 1,0.136867723,0.066935801,0.285167409,0.053386295,0.169570506,0.106729013,0.029366087,0.055048636,0.013986237,0.018597538,0.028771223,0.025271455,0.001783859,0.007360035,0.0001592,0.013210268,0.005367855,0,0.01539435,0.009648098,0.011244426,0.007229451,0.0000619,0.001475296,0.044131263,0.006066885,0.0000838,0
SAMEA4545313,-0.301419065,-0.277859342,-0.239234375,Cluster 3,PRJEB17632,4.013600336,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.392489213,0.036053063,0.693710697,0.012989049,0.047103488,0.03390533,0.009934533,0.03353819,0.004306672,0.005178886,0.006421994,0.007114638,0.000590618,0.006696243,0,0.01523555,0.000103489,0,0.007536774,0.000712508,0.003635092,0.003165223,0,0.000234932,0.048940176,0.001223009,0,0
SAMEA4545314,-0.231671358,-0.00296054,0.150586291,Cluster 3,PRJEB17632,5.820969257,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.034211654,0.000282899,0.452277012,0.250779398,0.006550204,0.110054733,0.021355237,0.034845926,0.004628897,0.00034836,0.004297415,0.04408596,0.025720906,0.000154681,0,0.006957688,0.000223446,0,0.005897425,0.000184743,0.00901326,0.000181998,0.0000933,0.000741489,0,0.000182295,0.0000795,0.000132044
SAMEA4545315,-0.400526872,-0.121055335,0.065094229,Cluster 3,PRJEB17632,6.012267677,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.176610842,0.002981961,0.433861925,0.105812684,0.079517616,0.120075912,0.085566562,0.036178528,0.016197731,0.0000771,0.007865179,0.012029999,0.025445548,0.000474008,0,0.008578962,0.000116176,0,0.004480718,0.000660426,0.001253446,0.000683186,0.001100102,0.001879214,0,0.000101661,0,0.000100421
SAMEA4545316,-0.042666312,0.096806396,0.08331277,Cluster 1,PRJEB17632,5.401370764,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 1,0,0.027506941,0.001264231,0.120586671,0.177795063,0.106108142,0.394000252,0.032133984,0.037540488,0.005004859,0.017135601,0.010561675,0.006976144,0.000306253,0.006699319,0.010275135,0.006331898,0,0.006263286,0,0.003165936,0.001157415,0,0.000375099,0,0.001614307,0.000282186,0
SAMEA4545317,-0.001021891,0.047465334,0.082027221,Cluster 1,PRJEB17632,5.083607734,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 1,0,0.047407582,0,0.136242838,0.071120488,0.087293737,0.41213335,0.032257955,0.033069048,0.022985336,0.04148526,0.010365686,0.018674122,0.000751903,0.004405828,0.019274903,0.0000318,0,0.004456173,0.009577217,0.000931394,0.000741112,0,0.00190136,0,0.000673544,0.000310174,0
SAMEA4545318,-0.026544714,0.164686091,0.057232189,Cluster 1,PRJEB17632,6.532720664,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 1,0,0.028007157,0.129971958,0.19656439,0.104664469,0.096787534,0.089170154,0.042342665,0.060678593,0.011541118,0.062560343,0.006354001,0.001062624,0.000799786,0.012166047,0.054004023,0.009395182,0,0.005070582,0.0000373,0.002812303,0.00178742,0.008981662,0.003797003,0,0.023526681,0.0000578,0.000218403
SAMEA4545319,-0.286547972,0.000956385,0.164161565,Cluster 3,PRJEB17632,6.217329773,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.066330923,0.00407676,0.180235008,0.090113224,0.031822098,0.136822476,0.093477767,0.043663905,0.043214011,0.0000211,0.02565442,0.018885402,0.020479113,0.00016216,0.001366129,0.005625734,0.0000271,0.036242128,0.00421024,0,0.003008554,0.022491578,0.024034394,0.005932294,0,0.000397904,0,0
SAMEA4545320,0.102624991,-0.031050593,0.058416118,Cluster 3,PRJEB17632,5.326379393,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,7.71E-05,0.112108086,0.214066331,0.090894087,0.084957068,0.088102197,0.028625188,0.029995622,0.001126053,0.12625163,0.006165285,0.012074462,0.042756077,0.026515585,0.001312361,0,0.027035924,0,0.038269275,0.0000216,0.001201274,0.0000703,0.001348362,0.001454771,0.02199215,0.012597608,0,0.015209408
SAMEA4545321,-0.347397847,-0.143840722,0.03290216,Cluster 3,PRJEB17632,5.770458956,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.191038152,0.025190211,0.400068105,0.043821356,0.085858387,0.099267134,0.086296055,0.025020518,0.013808608,0.01254537,0.021279629,0.018187565,0.032364948,0.004460267,0.000847729,0.002336059,0.000165848,0,0.005992673,0.0000179,0.000994724,0.000991669,0.000235892,0.004239294,0.000115048,0.016657507,0.001518075,0.006276267
SAMEA4545322,0.010217155,0.036228498,0.182148882,Cluster 1,PRJEB17632,6.719083395,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 1,0.000195055,0.182380101,0.010139774,0.088673669,0.09384458,0.163621329,0.092245895,0.03732117,0.040931482,0.084011035,0.018225555,0.070988984,0,0.005129388,0.00066725,0,0.000042,0,0.011423297,0,0,0.001183334,0.024642215,0.015682389,0,0.000795973,0.001341841,0.012354584
SAMEA4545323,0.031237178,0.060729602,0.129892047,Cluster 1,PRJEB17632,5.979680547,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 1,6.81E-05,0.065922598,0.002648189,0.192608711,0.035023652,0.278129437,0.05932292,0.057958141,0.050314923,0.061304838,0.036309152,0.062057238,0,0.000813205,0.0010398,0,0.0000934,0,0.001617892,0,0.000206154,0.003252841,0.004190956,0.004480442,0,0.000691661,0.015390134,0.001255909
SAMEA4545324,-0.327476919,-0.116974651,-0.083814277,Cluster 3,PRJEB17632,5.420629332,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.150042465,0.00676521,0.571378376,0.072234953,0.069426365,0.042378097,0.036031862,0.020178984,0.024407107,0.00058862,0.00954848,0.009346642,0.006709318,0.000250062,0.000183044,0.000740152,0.000517048,0,0.005988362,0.003961062,0.005238011,0.0000754,0.018418314,0.049115805,0,0.017326149,0,0.0000521
SAMEA4545325,-0.312111235,-0.101499395,-0.063457351,Cluster 3,PRJEB17632,4.978004501,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.122044116,0.00449771,0.674313706,0.07776698,0.047854016,0.038074802,0.023484317,0.018423153,0.022734507,0.000390977,0.007193057,0.008791667,0.001682418,0.000717309,0.000101,0.000340128,0.000274601,0.000240572,0.005177047,0.000608342,0.006479598,0.0002012,0.03241419,0.005586432,0,0.006266987,0,0.000187393
SAMEA4545326,-0.171755107,-0.023448274,0.053027696,Cluster 1,PRJEB17632,6.189510488,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 1,0.150935321,0.055070389,0.166245091,0.171585234,0.091226437,0.122471423,0.070682281,0.062245124,0.008177678,0.023207902,0.043585685,0.017708239,0.000269642,0.017570803,0.0012542,0.001961514,0.0000332,0,0.000621829,0.0000258,0.003673108,0.013887342,0,0.003184557,0.02231938,0.002250942,0.0000426,0.000314683
SAMEA4545327,-0.200295005,-0.004121738,0.095894023,Cluster 3,PRJEB17632,6.054302068,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.134327226,0.029955898,0.148964166,0.209816697,0.072861754,0.129557852,0.131357324,0.064609271,0.009051217,0.014019701,0.023567479,0.018901868,0.027921069,0.007290145,0.0001167,0.001818374,0.000120409,0,0.001427669,0,0.002807275,0.01462363,0.0000598,0.00158703,0.007296792,0.000473709,0.005344771,0.000779081
SAMEA4545328,-0.260608588,-0.016268625,0.130954736,Cluster 3,PRJEB17632,6.314854862,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.101503527,0.011426881,0.159313678,0.062434314,0.08212418,0.166614407,0.165149808,0.04295617,0.047683523,0.001925315,0.028661418,0.003170404,0.00016105,0.002667726,0.003938528,0.009765159,0.000041,0.004609248,0.002504179,0.005341082,0.00424448,0.003359166,0.029902751,0.006041371,0,0.001240235,0.008070728,0.0000582
SAMEA4545329,-0.131065166,0.088939111,0.144301003,Cluster 1,PRJEB17632,5.943560714,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 1,0.023578402,0.025077893,0.050613926,0.126089369,0.102067096,0.197797278,0.016857379,0.035251454,0.168982911,0.006969891,0.012900889,0.091581963,0.000121908,0.005285214,0.003686313,0.004060339,0.0000407,0,0.003049667,0,0.003563457,0.0000563,0.023420247,0.026335477,0,0.002435,0,0.000175131
SAMEA4545330,-0.332673522,-0.023646327,0.170978144,Cluster 3,PRJEB17632,6.955582751,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.090599507,0.007788268,0.228157233,0.077901528,0.06414965,0.160083972,0.105531877,0.040254001,0.047884292,0.0000796,0.021581289,0.019057745,0.031836394,0.000031,0.002342082,0.00859067,0.000918133,0.026564245,0.004242121,0.005801054,0.003091308,0.027468392,0.003136235,0.00629497,0,0.009523152,0.002324832,0
SAMEA4545331,-0.32844678,-0.007317659,0.154329009,Cluster 3,PRJEB17632,6.795865787,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.079663509,0.013745218,0.275052342,0.149418959,0.066399268,0.130788145,0.031640959,0.043802732,0.030502055,0.0000304,0.007121551,0.017254054,0.048979489,0.0000284,0.011119921,0.014651696,0.00121113,0.024211389,0.006462222,0.00011466,0.004849886,0.02967406,0.002852684,0.003220845,0,0.000630036,0,0
SAMEA4545332,-0.325380861,-0.05286074,0.056813936,Cluster 3,PRJEB17632,6.226393305,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.140323229,0.003679173,0.35326129,0.092177467,0.072943931,0.143891647,0.053448333,0.036807112,0.032981457,0.001872132,0.080912969,0.020016687,0.000649783,0.002948449,0.000779505,0.015142624,0.002477212,0,0.001653435,0.006627073,0.003073262,0.000454421,0.02386917,0.003391031,0,0.002853706,0,0.0001301
SAMEA4545333,-0.305995013,0.005957459,0.089281357,Cluster 3,PRJEB17632,6.827263226,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.106842792,0.002658273,0.284726957,0.106199375,0.098913358,0.121182208,0.095198954,0.046029674,0.053371317,0.001374502,0.047720414,0.009527383,0.002027454,0.001830251,0.007212366,0.021962521,0.000100654,0,0.008850771,0.000240055,0.001961388,0.001263067,0.017023333,0.009395872,0,0.015857359,0,0.0000703
SAMEA4545334,-0.319042399,-0.010254567,0.11366902,Cluster 3,PRJEB17632,6.683747604,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.092434946,0.01112942,0.301775807,0.067745636,0.074370835,0.101831468,0.072404861,0.036082864,0.048125842,0.0000619,0.089762518,0.013538529,0.037212157,0,0.002640611,0.013278935,0.000260548,0,0.006578862,0.014865631,0.0000255,0.005626909,0.000412828,0.013496535,0,0.002564589,0.0000179,0
SAMEA4545335,-0.176504465,0.054437596,0.184843312,Cluster 3,PRJEB17632,6.312491926,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.014593472,0.017763899,0.129413185,0.082004928,0.031508871,0.121362738,0.055081311,0.042905114,0.07149394,0,0.197755957,0.007893967,0.047688907,0,0.003699812,0.013274483,0.0000339,0,0.00402356,0.000181262,0.0000295,0.012920757,0,0.00957354,0,0.0001124,0,0
SAMEA4545336,-0.235196235,0.032830339,-0.02487616,Cluster 3,PRJEB17632,6.096046162,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.119521892,0.025849729,0.216373601,0.111738143,0.135117163,0.117631414,0.088542115,0.03795823,0.084633923,0.0002525,0.010328936,0.016876485,0.0001506,0.001127402,0,0.016344521,0.057107039,0,0.003369632,0.000659114,0.001712198,0.005062375,0.022127972,0.008419217,0,0.001345804,0,0
SAMEA4545337,-0.225793581,0.040661911,-0.003019855,Cluster 3,PRJEB17632,5.365118945,Kazakh,Kazakh,Kazakh,Kazakh_Cluster 3,0.077377774,0.022082295,0.447106304,0.100542287,0.158753638,0.05367912,0.031155185,0.030871503,0.02543682,0.0001355,0.018859825,0.015944658,0.000451262,0.000749534,0.0000279,0.022523148,0.027448909,0,0.003362043,0.000639419,0.000847713,0.000126294,0.016478387,0.002427244,0,0.002731774,0.0001497,0
